10
20
30
40
50
60
70
80
90
100
120
140
160
180
200
225
250
275
300
325
350
375
400
425
450
475
500
525
550
575
600
625
650
675
700
725
750
775
800
825
850
875
900
925
950
975
1000
1025
1051
1077
1104
1131
1160
1189
1218
1249
1280
1312
1345
1379
1413
1448
1485
1522
1560
1599
1639
1680
1722
1765
1809
1854
1900
1948
1996
2046
2098
2150
2204
2259
2315
2373
2433
2493
2556
2620
2685
2752
2821
2892
2964
3038
3114
3192
3271
3353
3437
3523
3611
3701
3794
3889
3986
4086
4188
4292
4400
4510
4623
4738
4857
4978
5102
5230
5361
5495
5632
5773
5917
6065
6217
6372
6532
6695
6862
7034
7210
7390
7575
7764
7958
8157
8361
8570
8784
9004
9229
9460
9696
9938
10187
10442
10703
10970
11244
11526
11814
12109
